message_idx,dt_utc,symbol,side,leverage,entry_a,entry_b,sl,tp1,tp2,tp3,raw_text,entry_low,entry_high,entry_mid,zone_pct,sl_extra_pct,tp1_pct,tp2_pct,tp3_pct
461,2025-04-11T11:19:22+00:00,ADA,long,30,0.64216,0.57856,0.5563,0.64614,0.68236,0.70846,"заходжу в ada long 30x
📈
📣
точка входу: 0.64216 - 0.57856
✅
тейк-профіт: 0.64614,0.68236,0.70846
🤚
стоп-лосс: 0.55630
✍️
на графіку бачимо бичий htf raid, також зміну характеру ціни, знаходимось в бичому наративі, зверху buy side liquidity, зараз знаходимось в зоні ltf блоку ордерів, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",0.57856,0.64216,0.61036,0.1042007995281473,0.03847483407079637,0.006197832315933871,0.06260122087953161,0.10324529712221257
469,2025-04-14T11:42:03+00:00,ONDO,long,30,0.8881,0.8151,0.7746,0.9045,0.9262,0.9602,"заходжу в ondo long 30x
📈
📣
точка входу: 0.8881 - 0.8151
✅
тейк-профіт: 0.9045,0.9262,0.9602
🤚
стоп-лосс: 0.7746
✍️
на графіку бачимо бичий htf raid, також зміну характеру ціни, знаходимось в бичому наративі, зверху buy side liquidity, зараз знаходимось в зоні ltf блоку ордерів, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",0.8151,0.8881,0.8516,0.08572099577266316,0.04968715495031296,0.018466388920166613,0.04290057425965547,0.08118455128926928
476,2025-04-15T12:29:38+00:00,RENDER,long,25,3.935,3.59,3.401,4.062,4.176,4.325,"заходжу в render long 25x
📈
📣
точка входу: 3.935 - 3.590
✅
тейк-профіт: 4.062,4.176,4.325
🤚
стоп-лосс: 3.401
✍️
на графіку бачимо бичий htf raid, також зміну характеру ціни, знаходимось в бичому наративі, зверху buy side liquidity, зараз знаходимось в зоні ltf блоку ордерів, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",3.59,3.935,3.7625,0.09169435215946849,0.05264623955431757,0.0322744599745871,0.06124523506988567,0.09911054637865314
482,2025-04-16T12:04:10+00:00,AAVE,long,30,135.37,123.48,118.24,150.42,,,"заходжу в aave long 30x
📈
📣
точка входу: 135.37 - 123.48
✅
тейк-профіт: 150.42
🤚
стоп-лосс: 118.24
✍️
на графіку бачимо бичий htf raid, також зміну характеру ціни, знаходимось в бичому наративі, зверху buy side liquidity, зараз знаходимось в зоні ltf блоку ордерів, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",123.48,135.37,129.425,,,,,
486,2025-04-17T11:41:51+00:00,RENDER,long,25,3.883,3.532,3.4,4.211,,,"заходжу в render long 25x
📈
📣
точка входу: 3.883 - 3.532
✅
тейк-профіт: 4.211
🤚
стоп-лосс: 3.400
✍️
на графіку бачимо бичий htf raid, також зміну характеру ціни, знаходимось в бичому наративі, зверху buy side liquidity, зараз знаходимось в зоні ltf фвг, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",3.532,3.883,3.7075,,,,,
493,2025-04-18T12:11:36+00:00,GALA,long,30,0.01419,0.01296,0.01251,0.01539,,,"заходжу в gala long 30x
📈
📣
точка входу: 0.01419 - 0.01296
✅
тейк-профіт: 0.01539
🤚
стоп-лосс: 0.01251
✍️
на графіку бачимо бичий htf raid, також зміну характеру ціни, знаходимось в бичому наративі, зверху buy side liquidity, зараз знаходимось в зоні ltf блоку ордерів, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",0.01296,0.01419,0.013575,,,,,
498,2025-04-19T12:02:31+00:00,DOT,long,30,3.732,3.422,3.283,4.094,,,"заходжу в dot long 30x
📈
📣
точка входу: 3.732 - 3.422
✅
тейк-профіт: 4.094
🤚
стоп-лосс: 3.283
✍️
на графіку бачимо тестування бичого блоку ордерів, також зміну характеру ціни, знаходимось в бичому наративі, зверху buy side liquidity, зараз знаходимось в зоні ltf фвг, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",3.422,3.732,3.577,,,,,
505,2025-04-21T11:45:35+00:00,JUP,long,30,0.4007,0.365,0.3506,0.4387,,,"заходжу в jup long 30x
📈
📣
точка входу: 0.4007 - 0.3650
✅
тейк-профіт: 0.4387
🤚
стоп-лосс: 0.3506
✍️
на графіку бачимо тестування бичого блоку ордерів, також зміну характеру ціни, знаходимось в бичому наративі, зверху buy side liquidity, зараз знаходимось в зоні ltf фвг, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",0.365,0.4007,0.38285,,,,,
510,2025-04-22T12:11:12+00:00,ORDI,long,20,6.668,6.068,5.734,7.256,,,"заходжу в ordi long 20x
📈
📣
точка входу: 6.668 - 6.068
✅
тейк-профіт: 7.256
🤚
стоп-лосс: 5.734
✍️
на графіку бачимо тестування бичого блоку ордерів, також зміну характеру ціни, знаходимось в бичому наративі, зверху buy side liquidity, зараз знаходимось в зоні ltf фвг, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",6.068,6.668,6.368,,,,,
517,2025-04-23T11:23:41+00:00,GALA,long,20,0.01712,0.01551,0.01487,0.01873,,,"заходжу в gala long 20x
📈
📣
точка входу: 0.01712  - 0.01551
✅
тейк-профіт: 0.01873
🤚
стоп-лосс: 0.01487
✍️
на графіку бачимо тестування бичого блоку ордерів, також зміну характеру ціни, знаходимось в бичому наративі, зверху buy side liquidity, зараз знаходимось в зоні ltf фвг, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",0.01551,0.01712,0.016315,,,,,
522,2025-04-24T11:28:36+00:00,DOT,long,30,3.994,3.662,3.532,4.309,,,"заходжу в dot long 30x
📈
📣
точка входу: 3.994  - 3.662
✅
тейк-профіт: 4.309
🤚
стоп-лосс: 3.532
✍️
на графіку бачимо зміну характеру ціни, знаходимось в бичому наративі, зверху buy side liquidity, зараз знаходимось в зоні ltf фвг, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",3.662,3.994,3.8280000000000003,,,,,
529,2025-04-25T11:17:58+00:00,ATOM,long,30,4.551,4.198,4.032,4.934,,,"заходжу в atom long 30x
📈
📣
точка входу: 4.551 - 4.198
✅
тейк-профіт: 4.934
🤚
стоп-лосс: 4.032
✍️
на графіку бачимо зміну характеру ціни, знаходимось в бичому наративі, зверху buy side liquidity, зараз знаходимось в зоні ltf фвг, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",4.198,4.551,4.3745,,,,,
537,2025-04-28T11:33:30+00:00,RENDER,long,25,4.427,4.031,3.905,4.887,,,"заходжу в render long 25x
📈
📣
точка входу: 4.427 - 4.031
✅
тейк-профіт: 4.887
🤚
стоп-лосс: 3.905
✍️
на графіку бачимо зміну характеру ціни, знаходимось в бичому наративі, зверху buy side liquidity, зараз знаходимось в зоні ltf фвг, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",4.031,4.427,4.228999999999999,,,,,
541,2025-04-29T12:07:28+00:00,GALA,long,20,0.01726,0.01563,0.01504,0.01893,,,"заходжу в gala long 20x
📈
📣
точка входу: 0.01726 - 0.01563
✅
тейк-профіт: 0.01893
🤚
стоп-лосс: 0.01504
✍️
на графіку бачимо зміну характеру ціни, знаходимось в бичому наративі, зверху buy side liquidity, зараз знаходимось в зоні ltf фвг, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",0.01563,0.01726,0.016445,,,,,
546,2025-04-30T11:51:40+00:00,JTO,long,30,1.8188,1.6737,1.5862,1.9685,,,"заходжу в jto long 30x
📈
📣
точка входу: 1.8188 - 1.6737
✅
тейк-профіт: 1.9685
🤚
стоп-лосс: 1.5862
✍️
на графіку бачимо бичий htf raid, також зміну характеру ціни, знаходимось в бичому наративі, зверху buy side liquidity, зараз знаходимось в зоні ltf блоку ордерів, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",1.6737,1.8188,1.7462499999999999,,,,,
551,2025-05-01T11:53:49+00:00,PYTH,long,30,0.1539,0.1419,0.1358,0.1699,,,"заходжу в pyth long 30x
📈
📣
точка входу: 0.1539 - 0.1419
✅
тейк-профіт: 0.1699
🤚
стоп-лосс: 0.1358
✍️
на графіку бачимо бичий htf raid, також зміну характеру ціни, знаходимось в бичому наративі, зверху buy side liquidity, зараз знаходимось в зоні ltf блоку ордерів, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",0.1419,0.1539,0.1479,,,,,
555,2025-05-02T12:04:57+00:00,ETC,long,30,17.066,15.584,15.15,18.243,,,"заходжу в etc long 30x
📈
📣
точка входу: 17.066 - 15.584
✅
тейк-профіт: 18.243
🤚
стоп-лосс: 15.150
✍️
на графіку бачимо бичий htf raid, також зміну характеру ціни, знаходимось в бичому наративі, зверху buy side liquidity, зараз знаходимось в зоні ltf блоку ордерів, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",15.584,17.066,16.325,,,,,
564,2025-05-05T12:34:37+00:00,RENDER,short,25,4.331,4.701,4.92,4.265,4.115,3.889,"заходжу в render short 25x
📈
📣
точка входу: 4.331 - 4.701
✅
тейк-профіт: 4.265,4.115,3.889
🤚
стоп-лосс: 4.920
✍️
на графіку бачимо ведмежий htf raid, також зміну характеру ціни, знаходимось в ведмежому наративі, знизу sell side liquidity, зараз знаходимось в зоні ltf фвг, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",4.331,4.701,4.516,0.08193091231178017,0.04658583280153166,0.015238974832602337,0.04987300854306169,0.10205495266682073
570,2025-05-06T11:48:27+00:00,MKR,short,25,1494.0,1622.8,1699.4,1472.8,1437.2,1382.1,"заходжу в mkr short 25x
📈
📣
точка входу: 1494.0 - 1622.8
✅
тейк-профіт: 1472.8,1437.2,1382.1
🤚
стоп-лосс: 1699.4
✍️
на графіку бачимо ведмежий htf raid, також зміну характеру ціни, знаходимось в ведмежому наративі, знизу sell side liquidity, зараз знаходимось в зоні ltf фвг, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",1494.0,1622.8,1558.4,0.08264887063655027,0.04720236628050292,0.014190093708166028,0.03801874163319943,0.07489959839357435
578,2025-05-07T13:00:14+00:00,ADA,long,30,0.68348,0.62627,0.60733,0.74455,,,"заходжу в ada long 30x
📈
📣
точка входу: 0.68348 - 0.62627
✅
тейк-профіт: 0.74455
🤚
стоп-лосс: 0.60733
✍️
на графіку бачимо бичий htf raid, також зміну характеру ціни, знаходимось в бичому наративі, зверху buy side liquidity, зараз знаходимось в зоні ltf блоку ордерів, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",0.62627,0.68348,0.654875,,,,,
586,2025-05-09T12:28:17+00:00,AAVE,short,25,209.08,228.41,238.72,205.7,200.26,187.52,"заходжу в aave short 25x
📈
📣
точка входу: 209.08 - 228.41
✅
тейк-профіт: 205.70,200.26,187.52
🤚
стоп-лосс: 238.72
✍️
на графіку бачимо ведмежий htf raid, також інвертацію фвг покупця, знизу sell side liquidity, зараз знаходимось в зоні ltf фвг, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",209.08,228.41,218.745,0.08836773411963694,0.04513812880346746,0.016166060837956877,0.042184809642242305,0.10311842356992539
595,2025-05-12T11:55:21+00:00,LTC,long,30,102.68,93.34,89.75,112.78,,,"заходжу в ltc long 30x
📈
📣
точка входу: 102.68 - 93.34
✅
тейк-профіт: 112.78
🤚
стоп-лосс: 89.75
✍️
на графіку бачимо бичий htf raid, також зміну характеру ціни, знаходимось в бичому наративі, зверху buy side liquidity, зараз знаходимось в зоні ltf блоку ордерів, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",93.34,102.68,98.01,,,,,
600,2025-05-13T11:49:21+00:00,BLUR,long,20,0.12312,0.1115,0.1072,0.136,,,"заходжу в blur long 20x
📈
📣
точка входу: 0.12312 - 0.1115
✅
тейк-профіт: 0.1360
🤚
стоп-лосс: 0.1072
✍️
на графіку бачимо бичий htf raid, також зміну характеру ціни, зверху buy side liquidity, зараз знаходимось в зоні ltf блоку ордерів, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",0.1115,0.12312,0.11731,,,,,
606,2025-05-14T11:49:08+00:00,LTC,short,25,101.9,110.44,115.14,100.26,98.58,96.38,"заходжу в ltc short 25x
📈
📣
точка входу: 101.90 - 110.44
✅
тейк-профіт: 100.26,98.58,96.38
🤚
стоп-лосс: 115.14
✍️
на графіку бачимо ведмежий htf raid, також інвертацію фвг покупця, знизу sell side liquidity, зараз знаходимось в зоні ltf фвг, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",101.9,110.44,106.17,0.08043703494395772,0.042557044549076446,0.016094210009813547,0.03258096172718358,0.054170755642787144
613,2025-05-15T12:57:31+00:00,RENDER,long,25,4.85,4.385,4.15,5.518,,,"заходжу в render long 25x
📈
📣
точка входу: 4.850 - 4.385
✅
тейк-профіт: 5.518
🤚
стоп-лосс: 4.150
✍️
на графіку бачимо бичий htf raid, також зміну характеру ціни, зверху buy side liquidity, зараз знаходимось в зоні ltf блоку ордерів, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",4.385,4.85,4.6175,,,,,
619,2025-05-16T11:34:00+00:00,SUI,long,30,3.9032,3.564,3.3929,4.3081,,,"заходжу в sui long 30x
📈
📣
точка входу: 3.9032 - 3.5640
✅
тейк-профіт: 4.3081
🤚
стоп-лосс: 3.3929
✍️
на графіку бачимо бичий htf raid, також зміну характеру ціни, зверху buy side liquidity, зараз знаходимось в зоні ltf блоку ордерів, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",3.564,3.9032,3.7336,,,,,
628,2025-05-19T11:23:16+00:00,BNB,long,30,639.64,594.72,584.9,693.51,,,"заходжу в bnb long 30x
📈
📣
точка входу: 639.64 - 594.72
✅
тейк-профіт: 693.51
🤚
стоп-лосс: 584.90
✍️
на графіку бачимо бичий htf raid, також зміну характеру ціни, зверху buy side liquidity, зараз знаходимось в зоні ltf блоку ордерів, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",594.72,639.64,617.1800000000001,,,,,
634,2025-05-20T11:52:31+00:00,TAO,long,30,419.65,386.59,375.31,454.67,,,"заходжу в tao long 30x
📈
📣
точка входу: 419.65 - 386.59
✅
тейк-профіт: 454.67
🤚
стоп-лосс: 375.31
✍️
на графіку бачимо бичий htf raid, також зміну характеру ціни, знаходимось в бичому наративі, зверху buy side liquidity, зараз знаходимось в зоні ltf блоку ордерів, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",386.59,419.65,403.12,,,,,
638,2025-05-21T10:30:18+00:00,GRT,short,25,0.10924,0.1193,0.12237,0.10719,0.10316,0.09955,"заходжу в grt short 25x
📈
📣
точка входу: 0.10924 - 0.11930
✅
тейк-профіт: 0.10719,0.10316,0.09955
🤚
стоп-лосс: 0.12237
✍️
на графіку бачимо ведмежий htf raid, також інвертацію фвг покупця, знизу sell side liquidity, зараз знаходимось в зоні ltf фвг, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",0.10924,0.1193,0.11427000000000001,0.08803710510195151,0.025733445096395666,0.018766019772977025,0.05565726839985355,0.0887037715122666
642,2025-05-22T12:34:48+00:00,LTC,long,30,98.06,90.23,87.6,107.16,,,"заходжу в ltc long 30x
📈
📣
точка входу: 98.06 - 90.23
✅
тейк-профіт: 107.16
🤚
стоп-лосс: 87.60
✍️
на графіку бачимо бичий htf raid, також зміну характеру ціни, знаходимось в бичому наративі, зверху buy side liquidity, зараз знаходимось в зоні ltf блоку ордерів, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",90.23,98.06,94.14500000000001,,,,,
648,2025-05-23T10:56:14+00:00,ICP,long,25,5.72,5.273,5.093,6.136,,,"заходжу в icp long 25x
📈
📣
точка входу: 5.720 - 5.273
✅
тейк-профіт: 6.136
🤚
стоп-лосс: 5.093
✍️
на графіку бачимо бичий htf raid, також зміну характеру ціни, знаходимось в бичому наративі, зверху buy side liquidity, зараз знаходимось в зоні ltf блоку ордерів, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",5.273,5.72,5.496499999999999,,,,,
658,2025-05-26T11:19:23+00:00,SOL,long,30,177.06,162.07,156.08,190.14,,,"заходжу в sol long 30x
📈
📣
точка входу: 177.06 - 162.07
✅
тейк-профіт: 190.14
🤚
стоп-лосс: 156.08
✍️
на графіку бачимо бичий htf raid, також зміну характеру ціни, знаходимось в бичому наративі, зверху buy side liquidity, зараз знаходимось в зоні ltf блоку ордерів, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",162.07,177.06,169.565,,,,,
663,2025-05-27T11:30:32+00:00,SUI,long,30,3.5437,3.2466,3.1487,4.1386,,,"заходжу в sui long 30x
📈
📣
точка входу: 3.5437 - 3.2466
✅
тейк-профіт: 4.1386
🤚
стоп-лосс: 3.1487
✍️
на графіку зміну характеру ціни, зверху buy side liquidity, зараз знаходимось в зоні ltf інвертованого фвг, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",3.2466,3.5437,3.39515,,,,,
670,2025-05-28T11:32:30+00:00,ETC,long,30,18.588,17.091,16.249,20.173,,,"заходжу в etc long 30x
📈
📣
точка входу: 18.588 - 17.091
✅
тейк-профіт: 20.173
🤚
стоп-лосс: 16.249
✍️
на графіку бачимо бичий htf raid, також зміну характеру ціни, знаходимось в бичому наративі, зверху buy side liquidity, зараз знаходимось в зоні ltf блоку ордерів, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",17.091,18.588,17.8395,,,,,
677,2025-05-29T11:46:40+00:00,SUI,long,30,3.6687,3.346,3.2268,3.9808,,,"заходжу в sui long 30x
📈
📣
точка входу: 3.6687 - 3.3460
✅
тейк-профіт: 3.9808
🤚
стоп-лосс: 3.2268
✍️
на графіку бачимо бичий htf raid, також зміну характеру ціни, знаходимось в бичому наративі, зверху buy side liquidity, зараз знаходимось в зоні ltf блоку ордерів, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",3.346,3.6687,3.5073499999999997,,,,,
682,2025-05-30T12:07:36+00:00,RENDER,long,25,4.122,3.753,3.613,4.577,,,"заходжу в render long 25x
📈
📣
точка входу: 4.122 - 3.753
✅
тейк-профіт: 4.577
🤚
стоп-лосс: 3.613
✍️
на графіку бачимо бичий htf raid, також зміну характеру ціни, знаходимось в бичому наративі, зверху buy side liquidity, зараз знаходимось в зоні ltf блоку ордерів, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",3.753,4.122,3.9375,,,,,
690,2025-06-02T12:10:56+00:00,KAVA,long,30,0.4222,0.3845,0.3689,0.4279,0.4385,0.4537,"заходжу в kava long 30x
📈
📣
точка входу: 0.4222 - 0.3845
✅
тейк-профіт: 0.4279,0.4385,0.4537
🤚
стоп-лосс: 0.3689
✍️
на графіку бачимо бичий htf raid, також зміну характеру ціни, знаходимось в бичому наративі, зверху buy side liquidity, зараз знаходимось в зоні ltf блоку ордерів, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",0.3845,0.4222,0.40335,0.09346721209867365,0.04057217165149545,0.013500710563713839,0.03860729512079578,0.07460918995736611
695,2025-06-03T12:01:44+00:00,FET,long,30,0.8029,0.7367,0.7176,0.8143,0.8376,0.9026,"заходжу в fet long 30x
📈
📣
точка входу: 0.8029 - 0.7367
✅
тейк-профіт: 0.8143,0.8376,0.9026
🤚
стоп-лосс: 0.7176
✍️
на графіку бачимо бичий htf raid, також зміну характеру ціни, знаходимось в бичому наративі, зверху buy side liquidity, зараз знаходимось в зоні ltf блоку ордерів, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",0.7367,0.8029,0.7698,0.08599636269160811,0.025926428668386053,0.014198530327562683,0.04321833354091427,0.12417486611035
701,2025-06-04T12:04:53+00:00,XRP,long,30,2.2561,2.0858,2.0162,2.2859,2.3546,2.4004,"заходжу в xrp long 30x
📈
📣
точка входу: 2.2561 - 2.0858
✅
тейк-профіт: 2.2859,2.3546,2.4004
🤚
стоп-лосс: 2.0162
✍️
на графіку бачимо бичий htf raid, також зміну характеру ціни, знаходимось в бичому наративі, зверху buy side liquidity, зараз знаходимось в зоні ltf блоку ордерів, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",2.0858,2.2561,2.17095,0.07844492042654143,0.03336849170582026,0.013208634369043848,0.04365941226009487,0.06395993085412875
708,2025-06-05T11:49:35+00:00,FET,long,30,0.8025,0.7311,0.7074,0.8123,0.8403,0.8759,"заходжу в fet long 30x
📈
📣
точка входу: 0.8025 - 0.7311
✅
тейк-профіт: 0.8123,0.8403,0.8759
🤚
стоп-лосс: 0.7074
✍️
на графіку бачимо бичий htf raid, також зміну характеру ціни, знаходимось в бичому наративі, зверху buy side liquidity, зараз знаходимось в зоні ltf блоку ордерів, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",0.7311,0.8025,0.7667999999999999,0.09311424100156498,0.03241690603200649,0.012211838006230569,0.04710280373831783,0.09146417445482868
714,2025-06-06T11:21:01+00:00,ETC,long,30,16.59,15.129,14.525,16.764,17.281,17.933,"заходжу в etc long 30x
📈
📣
точка входу: 16.590 - 15.129
✅
тейк-профіт: 16.764,17.281,17.933
🤚
стоп-лосс: 14.525
✍️
на графіку бачимо бичий htf raid, також зміну характеру ціни, знаходимось в бичому наративі, зверху buy side liquidity, зараз знаходимось в зоні ltf блоку ордерів, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",15.129,16.59,15.8595,0.09212144140735838,0.039923326062528866,0.010488245931283875,0.041651597347799815,0.08095238095238096
725,2025-06-09T10:40:37+00:00,RENDER,long,25,3.916,3.577,3.416,3.96,4.041,4.167,"заходжу в render long 25x
📈
📣
точка входу: 3.916 - 3.577
✅
тейк-профіт: 3.960,4.041,4.167
🤚
стоп-лосс: 3.416
✍️
на графіку бачимо бичий htf raid, також зміну характеру ціни, знаходимось в бичому наративі, зверху buy side liquidity, зараз знаходимось в зоні ltf блоку ордерів, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",3.577,3.916,3.7465,0.09048445215534498,0.045009784735812144,0.011235955056179785,0.031920326864147204,0.06409601634320733
732,2025-06-10T11:51:18+00:00,ROSE,long,30,0.02917,0.02677,0.02585,0.02956,0.03014,0.03121,"заходжу в rose long 30x
📈
📣
точка входу: 0.02917 - 0.02677
✅
тейк-профіт: 0.02956,0.03014,0.03121
🤚
стоп-лосс: 0.02585
✍️
на графіку бачимо бичий htf raid, також зміну характеру ціни, знаходимось в бичому наративі, зверху buy side liquidity, зараз знаходимось в зоні ltf блоку ордерів, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",0.02677,0.02917,0.027970000000000002,0.08580622095101904,0.034366828539409686,0.01336990058279047,0.03325334247514565,0.06993486458690436
739,2025-06-11T11:11:08+00:00,XRP,long,30,2.3277,2.1313,2.0431,2.3613,2.4249,2.4831,"заходжу в xrp long 30x
📈
📣
точка входу: 2.3277 - 2.1313
✅
тейк-профіт: 2.3613,2.4249,2.4831
🤚
стоп-лосс: 2.0431
✍️
на графіку бачимо бичий htf raid, також зміну характеру ціни, знаходимось в бичому наративі, зверху buy side liquidity, зараз знаходимось в зоні ltf блоку ордерів, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",2.1313,2.3277,2.2295,0.08809150033639836,0.04138319335616762,0.01443484985178496,0.04175795849980665,0.06676118056450563
746,2025-06-13T11:35:59+00:00,BCH,long,30,415.13,379.6,364.4,420.49,429.29,445.99,"заходжу в bch long 30x
📈
📣
точка входу: 415.13 - 379.60
✅
тейк-профіт: 420.49,429.29,445.99
🤚
стоп-лосс: 364.40
✍️
на графіку бачим
о
бичий htf raid, також зміну характеру ціни, зверу buy side liquidity,
зараз знаходимось в зоні 1h фвг, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",379.6,415.13,397.365,0.08941401482264409,0.04004214963119084,0.012911618047358691,0.03410979693108189,0.0743381591308747
756,2025-06-16T11:56:50+00:00,ICP,long,30,5.633,5.154,4.885,5.753,5.963,6.308,"заходжу в icp long 30x
📈
📣
точка входу: 5.633 - 5.154
✅
тейк-профіт: 5.753,5.963,6.308
🤚
стоп-лосс: 4.885
✍️
на графіку бачимо бичий htf raid, також зміну характеру ціни, знаходимось в бичому наративі, зверху buy side liquidity, зараз знаходимось в зоні ltf блоку ордерів, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",5.154,5.633,5.3934999999999995,0.08881060535830168,0.05219247186651147,0.02130303568258479,0.05858334812710812,0.1198295757145393
761,2025-06-17T12:45:33+00:00,UNI,long,30,7.583,6.956,6.648,7.807,8.072,8.479,"заходжу в uni long 30x
📈
📣
точка входу: 7.583 - 6.956
✅
тейк-профіт: 7.807,8.072,8.479
🤚
стоп-лосс: 6.648
✍️
на графіку бачимо бичий htf raid, також зміну характеру ціни, знаходимось в бичому наративі, зверху buy side liquidity, зараз знаходимось в зоні ltf блоку ордерів, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",6.956,7.583,7.269500000000001,0.08625077378086522,0.044278320874065656,0.02953975998945011,0.0644863510483976,0.11815903995780021
766,2025-06-18T11:36:27+00:00,DOT,short,25,3.67,3.963,4.037,3.635,3.535,3.48,"заходжу в dot short 25x
📈
📣
точка входу: 3.670 - 3.963
✅
тейк-профіт: 3.635,3.535,3.480
🤚
стоп-лосс: 4.037
✍️
на графіку бачимо ведмежий htf raid, також інвертацію фвг покупця, знизу sell side liquidity, зараз знаходимось в зоні ltf raid, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",3.67,3.963,3.8165,0.0767719114371807,0.01867272268483468,0.009536784741144453,0.03678474114441411,0.05177111716621252
772,2025-06-19T12:07:24+00:00,MKR,short,25,2004.3,2169.8,2237.1,1980.6,1888.4,1802.8,"заходжу в mkr short 25x
📈
📣
точка входу: 2004.3 - 2169.8
✅
тейк-профіт: 1980.6,1888.4,1802.8
🤚
стоп-лосс: 2237.1
✍️
на графіку бачимо ведмежий htf raid, також інвертацію фвг покупця, знизу sell side liquidity, зараз знаходимось в зоні ltf raid, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",2004.3,2169.8,2087.05,0.07929853141994692,0.03101668356530543,0.011824577159107941,0.057825674799181694,0.10053385221773188
780,2025-06-20T12:25:04+00:00,FET,long,30,0.6903,0.6332,0.6079,0.7024,0.7295,0.7501,"заходжу в fet long 30x
📈
📣
точка входу: 0.6903 - 0.6332
✅
тейк-профіт: 0.7024,0.7295,0.7501
🤚
стоп-лосс: 0.6079
✍️
на графіку бачимо бичий htf raid, також зміну характеру ціни, знаходимось в бичому наративі, зверху buy side liquidity, зараз знаходимось в зоні ltf блоку ордерів, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",0.6332,0.6903,0.6617500000000001,0.08628636191915381,0.039955780164245086,0.017528610748949732,0.05678690424453138,0.08662900188323912
789,2025-06-23T11:10:09+00:00,JTO,short,25,1.9741,2.1347,2.1915,1.9474,1.8816,1.7931,"заходжу в jto short 25x
📈
📣
точка входу: 1.9741 - 2.1347
✅
тейк-профіт: 1.9474,1.8816,1.7931
🤚
стоп-лосс: 2.1915
✍️
на графіку бачимо ведмежий htf raid, також інвертацію фвг покупця, знизу sell side liquidity, зараз знаходимось в зоні ltf raid, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",1.9741,2.1347,2.0544000000000002,0.07817367601246109,0.026607954279289813,0.013525150701585506,0.04685679550174764,0.09168735119801431
